869535666, 2018-09-13 23:10:24, , 就是你们这些家伙
869535666, 2018-09-13 23:10:30, , 我要挂你们
869535666, 2018-09-13 23:11:08, , [图片]
215757529, 2018-09-13 23:11:34, , 哈哈哈哈 clone 下来后爆炸
2759947904, 2018-09-13 23:14:23, , 把测试也给丢上去了吧
2759947904, 2018-09-13 23:14:31, , [哈哈哈]
869535666, 2018-09-14 0:13:37, , [图片][图片]
869535666, 2018-09-14 0:13:42, , [图片]
869535666, 2018-09-14 0:16:31, , 结对的还有谁没填抓紧啦，天亮就给你们随缘填了哦
1072797231, 2018-09-14 0:16:48, , 明天阴天，天不亮
1059690913, 2018-09-14 0:17:02, , 助教不睡了吗
563541587, 2018-09-14 0:17:05, , 可还行
1059690913, 2018-09-14 0:17:11, , 直接天亮？
869535666, 2018-09-14 0:18:27, , [图片]
2759947904, 2018-09-14 0:19:21, , 暗示见不到明天的太阳
ibelove@foxmail.com, 2018-09-14 7:34:08, , 助教都睡这么晚吗
869535666, 2018-09-14 7:41:56, , 后来人们才知道，凌晨4点的福大其实是助教见的
ibelove@foxmail.com, 2018-09-14 7:49:07, , 没关系
ibelove@foxmail.com, 2018-09-14 7:49:24, , 我相信下次会是凌晨六点多福大的
869535666, 2018-09-14 7:51:03, , [图片]
876336895, 2018-09-14 8:06:11, , 五小时工作，四小时clone
869535666, 2018-09-14 8:43:37, , [图片]第二次作业的补交通道已经开启，补交是0分，补交截止时间过后没交倒扣本次作业成绩
869535666, 2018-09-14 8:44:55, , 有部分同学连博客都还没开始写，如果是想中途放弃请私聊一下助教，就不给你们分配队友了
869535666, 2018-09-14 8:46:25, , [图片]这是还未找到队友的名单，可以互相私聊一下， 看顺眼就上吧
869535666, 2018-09-14 8:46:58, , 当然如果想一个人完成也可以悄咪咪的和我说，如果你一个人做的完的话
ibelove@foxmail.com, 2018-09-14 8:47:26, , 我怎么感觉加了一个相亲群??
1072797231, 2018-09-14 8:47:45, , 而且大部分还是同性配对
869535666, 2018-09-14 8:48:41, , 配对成功奖励作业一份？
1072797231, 2018-09-14 8:49:05, , 如果人数是奇数怎么办
869535666, 2018-09-14 8:49:35, , 那就抽出个倒霉蛋一个人做作业
2739294360, 2018-09-14 9:07:52, , [表情]
2739294360, 2018-09-14 10:19:30, , @计一-何宇恒 gay里gay气的
2739294360, 2018-09-14 10:22:01, , 受不鸟，柯老板居然也gay里gay气的
2739294360, 2018-09-14 10:22:15, , [图片]
2739294360, 2018-09-14 10:22:25, , 表情包get
1259125423, 2018-09-14 10:29:12, , [图片]
2739294360, 2018-09-14 10:30:09, , [图片]
ibelove@foxmail.com, 2018-09-14 11:43:54, , emmmm，啧，对嘛!
215757529, 2018-09-14 11:44:08, , [图片]
1091867011, 2018-09-14 16:57:50, , 还有团队大作业没有组队的同学吗
1605480881, 2018-09-14 16:58:39, , 我
ibelove@foxmail.com, 2018-09-14 16:59:00, , 我
869535666, 2018-09-15 0:03:11, , [图片][图片]再次提醒，补交（0分）通道已经开启，请完成作业的同学补交，截止时间内未补交的同学倒扣本次作业的成绩
869535666, 2018-09-15 0:04:04, , 以及有部分同学连博客都没写，如果想放弃请私聊助教
869535666, 2018-09-15 0:05:02, , 未结对的同学还有想要助教帮忙配对的也请私聊，不然你们只能自己做啦
869535666, 2018-09-15 0:07:48, , [图片]四天后会发布第一次团队作业，请每位同学尽早开始组队，每个队伍的人数为8-10个人
275922122, 2018-09-15 14:35:13, , https://www.cnblogs.com/wyq0808/p/9650868.html 第一次作业评分结果已发布，辛苦@助教_蔡安琪 ~o(*≧▽≦)ツ
275922122, 2018-09-15 14:36:08, , 
869535666, 2018-09-15 14:39:08, , 出于鼓励，第一次作业改的会相对比较宽一些，如果对分数有异议的可以在今天之内在群里提出('◇'｀)
ibelove@foxmail.com, 2018-09-15 15:31:28, , [图片]
ibelove@foxmail.com, 2018-09-15 15:31:36, , [图片]
2739294360, 2018-09-15 15:32:04, , 霸气
2739294360, 2018-09-15 15:32:06, , 外漏
2739294360, 2018-09-15 15:32:35, , [图片]
1259125423, 2018-09-15 17:22:35, , 
1259125423, 2018-09-15 17:22:50, , AxureRP 8.1的安装包、汉化、激活码
1259125423, 2018-09-15 17:23:10, , [表情]在网上找了好久才找到可以用的激活码
2530088376, 2018-09-15 17:27:49, , 感谢！[表情]
1063107252, 2018-09-15 17:27:52, , [表情][表情][表情]优秀
835599652, 2018-09-15 17:36:12, , [图片]
601537645, 2018-09-15 18:59:36, , [图片]
869535666, 2018-09-15 21:36:22, , [图片]
869535666, 2018-09-15 21:37:54, , 这是第二次作业代码查重的结果，高于20%算为抄袭，请以上学号的同学在明天晚上23:00前找我解释清楚是同意抄袭（双方本次代码作业分数为0）还是单方面抄袭（抄袭方倒扣两倍分数）；如果明天晚上23:00之前未来找我解释的，我将会按照单方面抄袭处理，以github上的提交记录作为评判标准
1072797231, 2018-09-15 21:39:42, , 有点失落，没人抄我的唉[表情]
2739294360, 2018-09-15 21:45:55, , [表情]
869535666, 2018-09-15 22:12:33, , 关于很多人私聊问的论文列表怎么给定，这个要发挥你们的想象力，看可以有哪一些输入方式，批量复制输入、读取表格等等
869535666, 2018-09-15 22:27:09, , 论文列表可以参考http://www.qianjia.com/html/2018-05/28_293381.html
275922122, 2018-09-15 22:46:48, , 大家也可以自己上cvpr等会议官网看看，也许会有启发
726761393, 2018-09-15 22:53:45, , 抄袭这种事情不适合直接在群里说，谁抄谁私下讲就可以了。当众挂别人真的伤人伤自尊。[表情]
869535666, 2018-09-15 22:57:51, , 第一，并没有说是谁抄谁的，只是阐述两位同学的代码存在部分相似的事实；第二，也考虑到你们的自尊所以挂的是学号；第三具体谁被抄、谁抄袭会在情况了解清楚后和大家说清楚；第四，抄袭本身就是一件侵犯他人成果的行为，接受批评是应该的；
275922122, 2018-09-15 23:58:08, , 不管是博客还是代码，作业都严禁抄袭，引用参考请标明出处。尊重别人的学习成果，也珍惜这次的软工经历。
275922122, 2018-09-15 23:58:12, , [图片]
275922122, 2018-09-16 0:02:18, , @全体成员个人作业的代码已经全部测试完，很多同学项目得分为0分，输入输出规范问题已经在群中提醒过了，但还是有同学没注意到，再强调一遍：1. 程序接受命令行输入2. 能够解析命令行输入的文件名，测试时的输入不一定叫input.txt3. 请不要在正确的情况下在生成文件中加任何提示语4. 结果输出到result.txt，一定叫result.txt5. 结果的输出格式请和样例认真比对，你们的<> :都加了吗6. 请确认自己所有的代码文件以及.sln文件上传了，缺漏将导致无法编译鉴于是第一次个人项目，给各位同学一次补救的机会，下周一中午12：00后助教会再一次进行PR的Merge，请各位同学检查自己的项目是否有上述问题，及时修改。请理解助教是批量测试，个别同学的代码问题无法定位，请积极自查Orz，如果本次修改后，助教努力尝试仍然无法测试通过，那么只能按照本次成绩为最终得分PS：源仓库助教已经整理过了，别再把代码传在个人文件夹以外的地方了，请别再上传整个工程，C++需要.cpp、.sln和你使用的dll，Java需要.java、.class和你依赖的jar包，下载的时候真心感到伤不起QAQ
835599652, 2018-09-16 0:06:19, , 重新提交代码对分数是否会有影响？
275922122, 2018-09-16 0:07:03, , 最终成绩按照下周一后的测试结果
835599652, 2018-09-16 0:07:42, , 哦，那这次就当帮我们测试一遍咯？
275922122, 2018-09-16 0:07:53, , 嗯
250151700, 2018-09-16 0:09:32, , [图片]想抗议，虽然添加一个尖括号不算难事，但有个理由就是计算机问题中经常用[]表示可选的参数，用<>表示必须填的参数，表示这里必定要放一个参数的意思，而不是一定要输出尖括号。
275922122, 2018-09-16 0:10:19, , 你们在OJ系统上做题时输出不符合规范，系统会让你们AC吗
215757529, 2018-09-16 0:10:39, , 我也是认为是参数的意思
250151700, 2018-09-16 0:10:41, , 软工不等于OJ
250151700, 2018-09-16 0:12:23, , 不过既然这是出题人的意思，我会对代码进行修改
275922122, 2018-09-16 0:12:27, , 我在作业截止单日强调严格遵照作业样例，不过这个问题我会注意，下次出题的时候会避免这种问题，如果你们对输出有疑议请在群中提出
250151700, 2018-09-16 0:12:46, , 助教辛苦了
734353522, 2018-09-16 0:14:43, , 谢谢助教给修改的机会
1259125423, 2018-09-16 0:15:05, , 谢谢助教给修改的机会
215757529, 2018-09-16 0:15:33, , [图片] 中间是不是要有空格
2759947904, 2018-09-16 0:16:54, , 又一个被逼疯了的
275922122, 2018-09-16 0:17:27, , 是的没错
784374600, 2018-09-16 0:18:19, , 血崩
275922122, 2018-09-16 0:18:27, , 统一回复一个问题，图片里找不到自己的成绩的
275922122, 2018-09-16 0:18:33, , [图片]
275922122, 2018-09-16 0:18:47, , 你的源文件所在目录叫什么
275922122, 2018-09-16 0:18:58, , 是否按照作业规范了？
275922122, 2018-09-16 0:20:22, , 我的测试程序是参照作业规范写的，在搜索cpp文件时会确认所在文件夹目录是否为wordcount（大小写我都支持），如果我不这么做，那些上传了很多东西的同学的文件我很难处理，请见谅
2329677945, 2018-09-16 0:21:49, , 助教学姐能否提供一个输入输出范例呀
734353522, 2018-09-16 0:26:47, , result.txt中的单词是否也要有尖括号和各单词数
2530088376, 2018-09-16 0:27:17, , result.txt要放在哪个目录下呢？
275922122, 2018-09-16 0:27:53, , exe目录下
275922122, 2018-09-16 0:27:55, , [图片]
1072797231, 2018-09-16 0:28:11, , emmmm
275922122, 2018-09-16 0:28:28, , 这是我使用的测试用例的标准答案的部分截图
869535666, 2018-09-16 0:33:15, , 你们把得分最高的同学的工程clone下来运行看看不就知道怎么输出以及把文件放在哪里了嘛(๑˙ー˙๑)
869535666, 2018-09-16 0:33:49, , 当然，不是让你们去看代码，看工程格式就好
869535666, 2018-09-16 0:35:19, , 第二次提交的代码也会查重^_^
876336895, 2018-09-16 0:36:33, , [图片]
2739294360, 2018-09-16 0:42:53, , emmmmm
919102450, 2018-09-16 0:43:12, , 这个测试结果好眼熟啊。
2739294360, 2018-09-16 0:49:08, , @助教_王雨勤 讲真，我从来就没有AC过，通通0分
2739294360, 2018-09-16 0:49:40, , 不是结果有问题就是编译错误就是段错误
275922122, 2018-09-16 12:47:44, , 补充一点：C++需要.cpp、.sln和你使用的dll，还有.h，就是正常编译文件需要的，昨晚写漏了，有人问所以统一答下
275922122, 2018-09-16 12:48:42, , 类似描述不清的问题请在群内提出，不用私戳我
405383051, 2018-09-16 14:55:15, , 有没有大佬教我一下怎么给git clone挂个$$
405383051, 2018-09-16 14:55:22, , 8kb/s
405383051, 2018-09-16 14:55:24, , [表情]
ibelove@foxmail.com, 2018-09-16 15:17:26, , 已经很好了
ibelove@foxmail.com, 2018-09-16 15:17:32, , 我5kb跑了很久
2739294360, 2018-09-16 15:18:51, , 果然GG了啊
2739294360, 2018-09-16 15:19:07, , 空白字节根本处理不了
2329677945, 2018-09-16 15:21:51, , @计5-刘宏岩 改个ip试试
1419450376, 2018-09-16 20:01:13, , 我组现招数据分析师一名与安卓工程师一名，有意私聊，待遇从优
1072797231, 2018-09-16 20:03:15, , 薪资多少？
1072797231, 2018-09-16 20:03:21, , 包饭吗
1072797231, 2018-09-16 20:03:26, , 包宵夜吗
1063107252, 2018-09-16 20:03:27, , 月薪多少
1072797231, 2018-09-16 20:03:30, , 包女友吗
1059690913, 2018-09-16 20:03:38, , 钢丝球随便挑
2739294360, 2018-09-16 20:09:06, , [图片]
1419450376, 2018-09-16 20:09:42, , 有意私聊，待遇从优，从此走上人生巅峰
2739294360, 2018-09-16 20:10:41, , [图片]
2739294360, 2018-09-16 20:10:59, , 还是老老实实地撸我的代码把
ibelove@foxmail.com, 2018-09-16 20:21:56, , [图片]  这个的意思不是都按照字典序输出吗
ibelove@foxmail.com, 2018-09-16 20:22:10, , [图片]这张图没有按字典序吧  emmm
734353522, 2018-09-16 20:23:21, , 词频高的先输出
1059690913, 2018-09-16 20:23:39, , [图片]
1063107252, 2018-09-16 20:24:04, , 哦吼
ibelove@foxmail.com, 2018-09-16 20:24:21, , 要求说的好像没有提词频吧[表情]
1059690913, 2018-09-16 20:24:29, , 有啊
ibelove@foxmail.com, 2018-09-16 20:24:45, , [图片]
ibelove@foxmail.com, 2018-09-16 20:25:04, , 有说词频高的优先输出吗？？
1063107252, 2018-09-16 20:25:23, , 有
2759947904, 2018-09-16 20:25:46, , 有啊…
ibelove@foxmail.com, 2018-09-16 20:26:16, , 好吧
2759947904, 2018-09-16 20:26:19, , 有吧
ibelove@foxmail.com, 2018-09-16 20:26:23, , 我可能阅读理解有点差
250151700, 2018-09-16 20:26:40, , https://www.cnblogs.com/ZCplayground/p/9623856.html招聘啦 Q2-4！！！！！！！！！！！请疯狂点击我们的招聘启事！！！！！团队实力和氛围绝对有保障！！！！！欢迎骚扰！！！！！！！！！！！！！
876336895, 2018-09-16 20:27:37, , 点进去就是赚到了
168380075, 2018-09-16 20:31:33, , [图片]
2739294360, 2018-09-16 20:32:07, , [教皇哭]
601537645, 2018-09-16 20:43:23, , [图片]
601537645, 2018-09-16 20:43:27, , 点到就是赚到
215757529, 2018-09-16 20:47:09, , emmmmmmm......
2739294360, 2018-09-16 20:48:06, , [图片]
2329677945, 2018-09-16 20:53:24, , 我点了    发钱
1072797231, 2018-09-16 22:39:41, , @助教_王雨勤 测试文件最大多大，运行时间要在多少以内啊
275922122, 2018-09-16 22:50:58, , 大部分很小，以检验正确性为主，这部分用例一般1s内结束。少数用例较大，百万字符级别，检验你们算法性能，所以时限是5s，
1072797231, 2018-09-17 0:49:14, , @助教_王雨勤 所有样例都是5s吗
hongzebo1218@qq.com, 2018-09-17 0:56:43, , 应该吧
1419450376, 2018-09-17 0:59:51, , 
1419450376, 2018-09-17 1:00:55, , 以上ppt是本组项目简介，有兴趣加入的同学可以私聊我。
492644858, 2018-09-17 11:15:05, , 这次的PSP表格的时间估计是包括后续代码完成的时间还是完成解决方案的时间？
869535666, 2018-09-17 11:28:44, , 每一次作业的psp的范围仅限于该次作业
1259125423, 2018-09-17 16:51:48, , https://www.cnblogs.com/sxZhangYang/p/9663049.html
1259125423, 2018-09-17 16:52:12, , "智能聊天机器人"项目招聘啦，欢迎戳上面的链接！
215757529, 2018-09-17 16:52:25, , itchat
215757529, 2018-09-17 16:52:28, , 我猜
1259125423, 2018-09-17 16:53:02, , [图片]
1259125423, 2018-09-17 16:53:10, , 不单单哦
1259125423, 2018-09-17 16:53:16, , qqbot + itchat
215757529, 2018-09-17 16:53:22, , ...之前用itchat  爬过好友数据...
1259125423, 2018-09-17 16:54:05, , [表情]原来杰婷的队友是你
1259125423, 2018-09-17 16:54:07, , 嘻嘻
215757529, 2018-09-17 16:54:53, , [图片]
2739294360, 2018-09-17 17:41:02, , [表情]
869535666, 2018-09-17 19:04:53, , 团队第一次作业即将发布，请各个小组将自己组的成员信息填入表内https://docs.qq.com/sheet/BfyDEw2iLNIq2BoS0T3uRW1L3AjGOC2eHoHy2pnjQq0IrpVV00FoKH191Y4o182eZx2O38PR0
869535666, 2018-09-17 21:01:15, , 这是胡绪佩同学总结的上一届结对和团队作业，如果现在还不清楚原型是什么的同学可以顺着博客里面的链接去看看去年学长学姐们是怎么做的 http://www.cnblogs.com/heihuifei/p/9650772.html
869535666, 2018-09-18 20:48:05, , [图片]距离第三次作业的截止时间还有三天；明天中午12:00将发布第四次作业（团队一），请注意查收
869535666, 2018-09-19 13:45:06, , 
2739294360, 2018-09-19 17:10:06, , 从某种程度上来说
2739294360, 2018-09-19 17:11:04, , 这也是个不仅考验文笔，也考验软件工程师的沟通素养的作业[表情]
869535666, 2018-09-20 23:26:22, , [图片]友情提醒，距第三次作业截止还有23小时
1419450376, 2018-09-20 23:32:46, , 慌了
1076452761, 2018-09-21 0:12:31, , 还有23小时
563541587, 2018-09-21 0:31:31, , [表情]还有二十四小时我们自己做 还有二十四小时我们做自己
davincigl@qq.com, 2018-09-21 8:30:46, , 语言大师了
83604387, 2018-09-21 10:06:33, , [图片]
83604387, 2018-09-21 10:06:57, , 签到表打好了，大家记得明天早上8:20 7号报告厅
919102450, 2018-09-21 10:07:39, , 想到一个新项目:滴滴代签
2759947904, 2018-09-21 10:08:19, , 你是真皮沙发
2739294360, 2018-09-21 10:08:32, , 皮皮幻都没你皮
83604387, 2018-09-21 10:09:29, , @计1–乐忠豪 ，我明天重点关注你是不是由别人代签的
2739294360, 2018-09-21 10:09:52, , [图片]
982771301, 2018-09-21 16:16:01, , [图片]
982771301, 2018-09-21 16:16:07, , 敢问这图怎么弄
1259125423, 2018-09-21 16:27:41, , Xmind
1259125423, 2018-09-21 16:28:56, , 或者其他用来做思维导图的，都可以做
982771301, 2018-09-21 16:29:08, , 谢 dalao～
83604387, 2018-09-21 16:29:59, , 可以考虑使用XMIND，一个很主流的，也欢迎大家尝试不同工具，然后互相讨论
83604387, 2018-09-21 16:30:40, , 另外，其实有些在线的也挺方便，比如我记得百度有一个
83604387, 2018-09-21 16:30:48, , 好像叫百度脑图？都可以尝试
982771301, 2018-09-21 16:35:02, , 谢谢老师～
1259125423, 2018-09-21 17:35:03, , @教师_柯逍 说到工具，想安利我一直用的Typora，快捷键+实时渲染的Markdown编辑器，就是下载要挂外网，不然下载巨慢
1259125423, 2018-09-21 17:35:41, , [图片]实时渲染模式↑
1259125423, 2018-09-21 17:35:57, , [图片]源代码模式↑
215757529, 2018-09-21 17:37:04, , atom 啊 啥都能干  缺点 打开速度比 vs code 和 sublime 慢较大文件 打开比 vs code 和 sublime 卡
563541587, 2018-09-21 17:37:46, , [图片]
83604387, 2018-09-21 17:38:18, , [表情]，欢迎分享
215757529, 2018-09-21 17:39:05, , [图片]
1259125423, 2018-09-21 17:39:31, , 我投靠了微软的阵营，使用VS code，它很无赖，可以用插件去模拟sublime和atom
215757529, 2018-09-21 17:39:52, , atom 卡 是事实...
919102450, 2018-09-21 17:39:59, , 有...有道云笔记？
919102450, 2018-09-21 17:40:10, , 瑟瑟发抖
215757529, 2018-09-21 17:40:17, , 印象 前阶段也支持了
1072797231, 2018-09-21 18:28:00, , @计1–乐忠豪 +1
1419450376, 2018-09-21 18:28:22, , 看来就我用csdn的md
869535666, 2018-09-21 21:16:35, , [图片]距离第三次作业截止还有不到两个小时
869535666, 2018-09-21 21:16:42, , [图片]
869535666, 2018-09-21 21:16:48, , 未提交的同学要抓紧啦
876336895, 2018-09-22 1:03:05, , 是明天早上吧 突然短路
1229302600, 2018-09-22 7:57:36, , 在哪里，求告知
215757529, 2018-09-22 7:57:52, , 7号报告厅...
1229302600, 2018-09-22 7:58:23, , OK，谢谢
601537645, 2018-09-22 12:00:42, , 这么快
919102450, 2018-09-22 12:01:26, , ！！
ibelove@foxmail.com, 2018-09-22 12:04:33, , 太真实了
2759947904, 2018-09-22 12:05:10, , ？
davincigl@qq.com, 2018-09-22 12:06:20, , 第五次
215757529, 2018-09-22 12:56:46, , 也是限定 c/c++ java 吗？
275922122, 2018-09-22 13:35:35, , right
215757529, 2018-09-22 13:38:43, , ......爬虫.....想要用python......
1072797231, 2018-09-22 13:45:24, , 唉
1072797231, 2018-09-22 13:45:33, , [图片]
275922122, 2018-09-22 14:13:54, , 考虑下c++内调用python脚本？
215757529, 2018-09-22 14:14:55, , 可以调用吗  可以的话那也行
215757529, 2018-09-22 14:15:36, , 但是这样你们那边测试...python就可能要有一大堆的依赖库要装了
509852661, 2018-09-22 14:17:26, , pyinstaller转exe可行？
215757529, 2018-09-22 14:18:03, , 但是这样就不是c/c++ java写的了
509852661, 2018-09-22 14:23:01, , C里面用execl调用[表情]，就是要考虑到效率问题
2759947904, 2018-09-22 14:25:41, , 感觉用Python比较简单[表情]
275922122, 2018-09-22 14:32:30, , 如果坚持用python写，最后担心无法自动测试的话，可以把跑出来的结果文件result.txt一起传到github上，可以考虑酌情给分
275922122, 2018-09-22 14:33:13, , 上传目录规范 我今晚会更新到作业博客
275922122, 2018-09-22 17:58:36, , @全体成员下午几位同学对爬虫实现提出了问题，鉴于爬虫并非本次作业重点，考虑到可能占用大家过多的时间，希望同学们将更多精力放在附加题的实现上，所以对题目做出了如下修改（详情见作业博客）：1. 爬虫可以使用网络上已有的爬虫工具，也不必支持命令行，但结果文件必须参照指定格式，如对格式存在疑惑请在群中提出2. 爬虫结果按照博客要求目录进行提交，如果是自己使用C++或Java实现的爬虫，可一并上传，会有额外加分3. 因为减轻了爬虫任务难度，所以附加题华丽升值了……大家努力完成吧:)4. 最后需要强调一点，本次作业只有一次提交机会，不建议做二次提交的美梦
275922122, 2018-09-22 17:58:45, , [图片]
275922122, 2018-09-22 17:59:23, , 很抱歉之前考虑不周，如果已经有同学开始研究爬虫 emmm 可以给我留口气吗
83604387, 2018-09-22 18:01:01, , 目的是为了看看你们结对1吹下的牛，一周能做到什么程度
1095299292, 2018-09-22 18:01:42, , [图片]
2739294360, 2018-09-22 18:01:43, , [表情]
2739294360, 2018-09-22 18:02:02, , 完了，我得马上去找外援
1357670938, 2018-09-22 18:03:42, , [表情][表情]
1357670938, 2018-09-22 18:03:53, , 我想活下去
83604387, 2018-09-22 18:06:16, , 之前你们吹牛的能力比我预计的更牛，好吧，接下来。。。
215757529, 2018-09-22 18:06:52, , ？？？不会要做图形界面吧....
2739294360, 2018-09-22 18:07:09, , 命令行而已
2739294360, 2018-09-22 18:07:12, , 别慌
83604387, 2018-09-22 18:07:39, , 重在分析，界面其次，但是好看比难看好，难看比没有好
250151700, 2018-09-22 18:09:19, , 附加题的分数高达20，比其余所有部分都高orz（神tm附加题
215757529, 2018-09-22 18:09:43, , 反正全爬下来就是了
83604387, 2018-09-22 18:09:49, , 恩，附加题才是好玩的东西[表情][表情]
1357670938, 2018-09-22 18:10:16, , 再连一个后端，可以下辈子见
1357670938, 2018-09-22 18:10:18, , 
83604387, 2018-09-22 18:10:54, , 重点是分析
2329677945, 2018-09-22 18:13:53, , 怎么感觉附加题是自然语言处方面的[表情][表情]肝好痛
83604387, 2018-09-22 18:15:12, , 哈哈，至少把字符串给玩溜了
83604387, 2018-09-22 18:15:33, , @计3-林燊 中文在说nlp吧，英文的。。。松松的
734353522, 2018-09-22 18:18:39, , 太过分了
250151700, 2018-09-22 18:49:30, , 助教，“爬虫可以使用网络上已有的爬虫工具，也不必支持命令行”，意思是作业要求里的“二、编码的具体要求”的1-6点全部从作业要求里取消了，我可以这样理解吗？@助教_王雨勤
215757529, 2018-09-22 18:51:57, , 不是吧  是原本是爬取和那个直接合在一起的
215757529, 2018-09-22 18:52:08, , 现在是爬取部分不要求
215757529, 2018-09-22 18:52:19, , 其他的部分要 1~6点
250151700, 2018-09-22 18:53:04, , oh，就是扩展你第一次个人写的wordcount的功能
215757529, 2018-09-22 18:53:32, , 是
250151700, 2018-09-22 18:53:45, , 谢了
275922122, 2018-09-22 19:07:15, , 正解了，感谢@计2-陈志炜
563541587, 2018-09-22 19:16:04, , 瑟瑟发抖
2739294360, 2018-09-22 19:16:15, , 爬取不要求是指？
2739294360, 2018-09-22 19:16:38, , 给的还是URL还是txt？
275922122, 2018-09-22 19:27:01, , 可以参考网络使用工具，爬的还是cvpr2018的那个论文网页，结果是要求是指定格式的txt
215757529, 2018-09-22 19:27:43, , ...感觉挺好爬的...完全没有反爬  UA都不需要模拟
947605846, 2018-09-23 16:02:36, , 单词统计时是不是不用再转换成小写了？例子里有大写字母哎
215757529, 2018-09-23 16:18:43, , [图片]想问一下 给的链接中 type 在哪里...没看到
275922122, 2018-09-23 17:28:16, , @计6-陈超星 要要要，这一点和第一次是一样的，我改改哈[吃惊]
275922122, 2018-09-23 17:29:38, , @计2-陈志炜 type 作者单位 这些信息在这个网页中是没有的，要从其他网站里爬取
215757529, 2018-09-23 17:30:04, , _(:з」∠)_
275922122, 2018-09-23 17:30:38, , 附加题 必须有别于 一般爬取呐[偷笑]
947605846, 2018-09-23 17:31:27, , @助教_王雨勤 哦，谢谢
275922122, 2018-09-23 17:35:37, , 附加题下面的几项都只是助教举的例子，不是实打实的作业要求，未必需要完全按套路来，同样期待你们套路之外有意义的想法
250151700, 2018-09-23 17:48:58, , [图片]助教，这个N给个范围吧 _(:з」∠)_ 毕竟算法里为了效率有维持堆的最大大小
275922122, 2018-09-23 22:56:31, , 0≤number≤100
250151700, 2018-09-23 23:43:31, , 谢谢助教拉
869535666, 2018-09-24 20:01:27, , [图片]团队作业截止还有两天，还没抱团的抓紧啦
1229302600, 2018-09-24 20:07:38, , 哪个团队项目还缺人的吗？
1730862627, 2018-09-24 21:52:24, , 吃饼都来不及，还抱什么团啊/偷看
1072797231, 2018-09-24 21:52:31, , 赏月都来不及，报什么团啊
1229302600, 2018-09-25 21:17:48, , 还有同学没报团的吗？不介意的可以和我组队！
869535666, 2018-09-25 21:29:57, , emmmm，好像还有2.30来号同学还没填团队名单，如果第四次作业截止之后还未成功组队的话，我们就帮你们随机组啦，不过你们要失掉这次作业的分数了
869535666, 2018-09-25 21:34:54, , [图片]
869535666, 2018-09-25 21:35:06, , 好像也不多
869535666, 2018-09-25 21:47:26, , 上面列表的26号23:00之前有找到组织的或者想组队人数不够的都私聊我一下，没私聊26号之后默认给你们安排了
869535666, 2018-09-25 21:56:12, , [图片]更新一下，我漏看了一个组，(。・＿・。)ﾉI’m sorry~
1229302600, 2018-09-26 14:52:10, , [发起投票]
1229302600, 2018-09-26 14:52:40, , [图片]
83604387, 2018-09-26 14:53:50, , @计3-朱跃安 就这一句话，别人怎么知道，稍微需要介绍一些各方面
1229302600, 2018-09-26 14:55:05, , 我让队友再做个介绍
2759947904, 2018-09-26 15:29:37, , [发起投票]
83604387, 2018-09-26 16:48:05, , @计三-张杰 @计3-朱跃安 目前你们的idea和赵畅同学那组类似，所以考虑到idea的归属问题，你们向他们组做个解释吧，赵畅那组也可以提出自己的看法，目的是划分清楚边界。毕竟赵畅那组先提出类似idea的
250151700, 2018-09-26 16:50:20, , “解决选择困难症，帮助做出选择”这个idea的立意我和王彬早在开学第一周就想到并且和柯老师沟通后就得到了老师的首肯，并且在9.10号就发布了招聘启事公布了我们的idea：https://www.cnblogs.com/ZCplayground/p/9623856.html 而你们在26号才提出如此高度相似的idea，希望你们能够做出解释，并停止你们项目进一步开展。当然，如果你们一意孤行，我们也不会惧怕和你们竞争。在这里我有一个请求就是希望在群里的同学们给他们的投票投上反对票，因为他们的背景、立意、功能点和我们的项目完全一模一样，谢谢。
250151700, 2018-09-26 16:50:33, , [图片]
250151700, 2018-09-26 16:50:33, , [图片]
250151700, 2018-09-26 16:50:41, , 这两张图是我们这边的情况
250151700, 2018-09-26 16:50:47, , [图片]
250151700, 2018-09-26 16:50:47, , [图片]
250151700, 2018-09-26 16:51:05, , 这两个是朱跃安和张杰所发布的
869535666, 2018-09-26 16:51:18, , (´-ω-`)应该是没注意到发的信息吧，说清楚就好
869535666, 2018-09-26 16:52:11, , 还有，其他组的可以别在做和‘吃’相关的吗，我已经看到三个组都是和食物相关的了(´｡✪ω✪｡｀)
ibelove@foxmail.com, 2018-09-26 16:53:54, , 民以食为天
2329677945, 2018-09-26 16:54:53, , 都做吃的要是功能不同，后期如果可以整合一下也许也不错
869535666, 2018-09-26 16:54:53, , 你们不怕以后周六上午的课越上越饿吗[表情]
1229302600, 2018-09-26 16:56:42, , @计4-赵畅 你说谁抄袭你
1229302600, 2018-09-26 16:56:53, , 要不要当面说清楚啊
215757529, 2018-09-26 16:58:20, , ...都做吃的都做推荐  已经高度重合了啊
876336895, 2018-09-26 16:58:33, , 安哥双方 idea大体上重了，这不是正在说清楚吗
1419450376, 2018-09-26 16:58:58, , 安哥稳住
563541587, 2018-09-26 17:00:19, , [表情]可能刚好都想到了而已
563541587, 2018-09-26 17:00:42, , 火药味别这么重
ibelove@foxmail.com, 2018-09-26 17:01:54, , 应该就是这样
250151700, 2018-09-26 17:02:38, , @计3-朱跃安 高度相似重合，能不能请你做出解释？尤其是上面的图里画的下划线标出的部分
250151700, 2018-09-26 17:03:14, , @计二-郭俊彦 能恰好想到如此高度相似的吗
